metric,n_seeds,baseline_mean,treatment_mean,mean_diff,median_diff,relative_effect_pct,signed_relative_effect_pct,cohens_d,bootstrap_ci_95_lo,bootstrap_ci_95_hi,ci_excludes_zero,wilcoxon_stat,wilcoxon_p,paired_ttest_stat,paired_ttest_p,practically_significant_improvement,pricing_policy,dispatch_policy,role
earnings_per_online_hour_mean,24,155.50435476758415,158.19140995954174,2.6870551919575596,2.8584150051260337,1.7279613782994154,1.7279613782994154,1.2628378613199254,1.8418597773042382,3.5226313656798567,True,13.0,1.049041748046875e-05,6.186616776202806,2.598958563534975e-06,False,CAPPED_SMOOTHED_SURGE,ETA_OPTIMIZED,guardrail
driver_utilization_mean,24,0.571085145126849,0.5622689929365111,-0.008816152190337925,-0.008010944666675235,-1.5437544235859413,-1.5437544235859413,-1.8099663102998838,-0.010779037544116363,-0.006926391809504157,True,2.0,3.5762786865234375e-07,-8.866987823725358,7.023669536041715e-09,False,CAPPED_SMOOTHED_SURGE,ETA_OPTIMIZED,guardrail
platform_revenue,24,92091.99562215374,94498.83712110792,2406.8414989542057,2465.3265212656697,2.6135186697759143,2.6135186697759143,2.014451556714699,1929.4766701484102,2861.7598062018674,True,1.0,2.384185791015625e-07,9.868756851012522,9.8029975956889e-10,False,CAPPED_SMOOTHED_SURGE,ETA_OPTIMIZED,guardrail
p90_wait_min,24,10.166666666666666,10.041666666666666,-0.125,0.0,-1.2295081967213117,1.2295081967213117,-0.27875204519913876,-0.2916666666666667,0.041666666666666664,False,3.0,0.17971249487899976,-1.3656005509902465,0.18527190025184803,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,primary
avg_wait_min,24,4.16293933842753,4.126036561882923,-0.03690277654460652,-0.03511546829997392,-0.8864596273109717,0.8864596273109717,-0.6367343916936867,-0.05973907477434043,-0.014447492028259961,True,58.0,0.007189035415649414,-3.119348722661944,0.004821207358748005,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,secondary
completion_rate,24,0.5531777916418187,0.5542320206141359,0.0010542289723171339,0.0016879749017436607,0.19057687930460968,0.19057687930460968,0.21809062846326505,-0.0008746173385940242,0.002931088039419771,False,117.0,0.35962629318237305,1.0684215148358096,0.2964164027570916,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,secondary
cancellation_rate,24,0.20233575558774974,0.20135281450005085,-0.0009829410876989082,-0.0011154853551936378,-0.48579702823341203,0.48579702823341203,-0.2657000933134354,-0.002351100992507051,0.0005097693827248085,False,91.0,0.24910310970315597,-1.3016593064555866,0.20592016249819645,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,secondary
earnings_per_online_hour_mean,24,155.50435476758415,158.27474849274714,2.7703937251629847,3.1444346410064696,1.7815537894765703,1.7815537894765703,1.454600285461285,2.0159601189481706,3.5083091827064137,True,1.0,2.384185791015625e-07,7.126056958173801,2.940643289775727e-07,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,guardrail
driver_utilization_mean,24,0.571085145126849,0.5791691303864152,0.008083985259566101,0.009125216482676557,1.415548159245237,1.415548159245237,1.8153761439108578,0.0063069987763885674,0.00981355414322824,True,1.0,2.384185791015625e-07,8.893490487605849,6.6561106390041515e-09,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,guardrail
platform_revenue,24,92091.99562215374,92183.69112003669,91.69549788296354,294.6300555587004,0.09956945472132345,0.09956945472132345,0.106717806243274,-254.32245725633013,417.877380723773,False,121.0,0.4223414659500122,0.5228083435304446,0.6061078431700057,False,CAPPED_SMOOTHED_SURGE,DRIVER_EARNINGS_AWARE,guardrail
p90_wait_min,24,10.166666666666666,10.070833333333345,-0.09583333333332196,0.0,-0.9426229508195603,0.9426229508195603,-0.17046128289831713,-0.31666666666664395,0.11250000000001137,False,11.0,0.2912928476178128,-0.8350863280021787,0.41225995488653555,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,primary
avg_wait_min,24,4.16293933842753,4.1159705311148835,-0.046968807312647576,-0.05097174917790159,-1.128260670989963,1.128260670989963,-0.6269525103366457,-0.07633252481853336,-0.017380149540882656,True,62.0,0.010507822036743164,-3.071427486563556,0.005400696233726233,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,secondary
completion_rate,24,0.5531777916418187,0.5552841752623979,0.0021063836205792185,0.0018033058772158328,0.3807787753603632,0.3807787753603632,0.5037376115872723,0.0004687919070799809,0.003769553808994652,True,78.0,0.03948163986206055,2.46780022527424,0.021461976932616207,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,secondary
cancellation_rate,24,0.20233575558774974,0.20072176629974772,-0.0016139892880020097,-0.0017141676773922976,-0.797678731232478,0.797678731232478,-0.4898124988589273,-0.0029101686264442145,-0.00030037648110483575,True,74.0,0.029131293296813965,-2.399581383683879,0.024907603645957142,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,secondary
earnings_per_online_hour_mean,24,155.50435476758415,156.0408099581876,0.5364551906034277,0.4261676963439811,0.3449775997625342,0.3449775997625342,0.39479700326725364,-0.0027613576326492406,1.0466668541815656,False,85.0,0.06464934349060059,1.9341024199693493,0.06549726943300029,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,guardrail
driver_utilization_mean,24,0.571085145126849,0.5715669278209486,0.00048178269409969904,0.0005752184828490825,0.08436267309889242,0.08436267309889242,0.11440071873648713,-0.0011703538408291679,0.0021250840256149817,False,131.0,0.6033114194869995,0.5604467742240972,0.580593583485397,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,guardrail
platform_revenue,24,92091.99562215374,92573.6987383829,481.7031162291884,400.6495202039805,0.5230673013163691,0.5230673013163691,0.6313427369321657,186.17020311496904,780.2515443263302,True,55.0,0.005330443382263184,3.0929351165919963,0.00513277112807211,False,CAPPED_SMOOTHED_SURGE,MARKETPLACE_AWARE,guardrail
p90_wait_min,24,10.166666666666666,10.75,0.5833333333333334,1.0,5.7377049180327875,-5.7377049180327875,0.9995566393042993,0.375,0.8333333333333334,True,0.0,0.00046525815807105003,4.896807470613412,6.0256117854315995e-05,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,primary
avg_wait_min,24,4.16293933842753,4.379009187384754,0.21606984895722406,0.19916128773864328,5.190319420768698,-5.190319420768698,2.095810661399342,0.17728978567525377,0.2584861220678041,True,0.0,1.1920928955078125e-07,10.267333435826636,4.6361990663110007e-10,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,secondary
completion_rate,24,0.5531777916418187,0.5269236761772961,-0.026254115464522738,-0.02685958491323931,-4.74605377533345,-4.74605377533345,-4.131746515036546,-0.028735729730113815,-0.023695758054670266,True,0.0,1.1920928955078125e-07,-20.241341416724328,3.7224626366557385e-16,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,secondary
cancellation_rate,24,0.20233575558774974,0.2158010480745918,0.013465292486842043,0.013903162024111362,6.654924853853802,-6.654924853853802,3.095869966447758,0.011800994231192264,0.015196854550367468,True,0.0,1.1920928955078125e-07,15.166603455608568,1.8146939312107398e-13,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,secondary
earnings_per_online_hour_mean,24,155.50435476758415,146.85610228518297,-8.648252482401205,-8.587345007487798,-5.561421411848452,-5.561421411848452,-4.989784038446118,-9.324188012624441,-7.938541191314681,True,0.0,1.1920928955078125e-07,-24.44484964175398,5.845527298610187e-18,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,guardrail
driver_utilization_mean,24,0.571085145126849,0.5569427186464286,-0.014142426480420356,-0.015122969908411776,-2.476412948419285,-2.476412948419285,-3.3107335450073876,-0.015767308188089253,-0.01239295593444066,True,0.0,1.1920928955078125e-07,-16.21921571916757,4.4016195118794995e-14,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,guardrail
platform_revenue,24,92091.99562215374,86915.77689247292,-5176.2187296808,-5218.689969717299,-5.620704269368231,-5.620704269368231,-5.17775787018986,-5571.5918418002675,-4791.897031691216,True,0.0,1.1920928955078125e-07,-25.365729587289877,2.5711704878099416e-18,False,CAPPED_SMOOTHED_SURGE,ADVANCED_HEURISTIC,guardrail
