experiment_group,scenario,seed,pricing_policy,dispatch_policy,n_requests,n_completed,n_abandoned,n_cancelled_postmatch,n_rejected_offer,avg_wait_min,median_wait_min,p90_wait_min,cancellation_rate,completion_rate,fulfillment_rate,rider_conversion_rate,avg_price,price_index,avg_pickup_distance_km,gbv,platform_revenue,driver_payout_total,revenue_per_ride,n_online_drivers,total_online_hours,total_active_hours,driver_utilization_mean,earnings_per_online_hour_mean,earnings_per_active_hour,driver_acceptance_rate,north_star_trips_per_online_hour,unmatched_requests
core,NORMAL,1,NO_SURGE,MARKETPLACE_AWARE,6008,3240,622,792,1326,4.171604938271605,2.0,10.0,0.23535286284953397,0.5392809587217043,0.5392809587217043,0.5392809587217043,110.92782557354512,1.0,1.4122262304249114,359406.1548582862,89851.53871457155,269554.61614371464,27.73195639338628,260,1660.7333333333333,1037.3166666666666,0.58658296402097,155.13718414905688,259.857596822296,0.6856418918918918,1.9509453655011841,1414
core,NORMAL,1,NO_SURGE,ADVANCED_HEURISTIC,6008,3017,591,894,1479,4.5419290686112035,2.0,11.0,0.2471704394141145,0.5021637816245007,0.5021637816245007,0.5021637816245007,110.96999616950056,1.0,1.5922130375043722,334796.4784433832,83699.1196108458,251097.35883253737,27.74249904237514,260,1662.45,1003.65,0.5622566589905783,143.69347988981647,250.18418655162392,0.6823855755894591,1.814791422298415,1485
core,NORMAL,1,BASIC_SURGE,NEAREST_DRIVER,6008,3227,568,779,1403,4.23923148435079,2.0,10.0,0.2242010652463382,0.5371171770972037,0.5371171770972037,0.5371171770972037,111.72346622246143,1.0052224960678076,1.4508060112408043,360531.625499883,90132.90637497076,270398.7191249123,27.930866555615356,260,1662.1833333333334,1038.0,0.5797029389351618,153.29860982607778,260.4997294074299,0.6812964213369345,1.9414224263268192,1347
core,NORMAL,1,BASIC_SURGE,ETA_OPTIMIZED,6008,3331,546,744,1360,4.1768237766436505,3.0,9.0,0.21471371504660453,0.554427430093209,0.554427430093209,0.554427430093209,111.68184700514908,1.0056009338300298,1.2514680319122942,372012.2323741516,93003.0580935379,279009.17428061366,27.92046175128727,260,1665.85,1022.7666666666667,0.5719405679987497,157.63683341677466,272.7984626150771,0.6825898801597869,1.9995797940991087,1290
core,NORMAL,1,BASIC_SURGE,DRIVER_EARNINGS_AWARE,6008,3255,569,756,1403,4.233794162826421,2.0,10.0,0.22053928095872172,0.5417776298268975,0.5417776298268975,0.5417776298268975,111.4932522841989,1.0062568024718666,1.4451866020849533,362910.53618506744,90727.63404626686,272182.9021388006,27.873313071049726,260,1659.6333333333334,1037.1333333333334,0.5860562329248661,156.73105300223875,262.43771498888015,0.6942532690984171,1.9612765871979754,1325
core,NORMAL,1,BASIC_SURGE,MARKETPLACE_AWARE,6008,3252,570,750,1410,4.183886838868388,2.0,10.0,0.2197070572569907,0.5412782956058588,0.5412782956058588,0.5412782956058588,111.52374265507781,1.005381022540126,1.4353391178347161,362675.21111431305,90668.80277857826,272006.4083357348,27.880935663769453,260,1659.7333333333333,1039.4333333333334,0.5828246279170094,154.52718746463185,261.68720937921444,0.696351374719004,1.9593508997429305,1320
core,NORMAL,1,BASIC_SURGE,ADVANCED_HEURISTIC,6008,3074,553,854,1498,4.326935588809369,2.0,11.0,0.2341877496671105,0.5116511318242344,0.5116511318242344,0.5116511318242344,111.05042849305545,1.0013010022806879,1.5002874190711684,341369.01718765247,85342.25429691312,256026.76289073937,27.762607123263862,260,1661.4666666666667,1004.95,0.5629038420050084,146.29485178038587,254.76567281032817,0.6908170391061452,1.850172538319557,1407
core,NORMAL,1,AGGRESSIVE_SURGE,NEAREST_DRIVER,6008,3212,388,671,1709,3.837173100871731,2.0,9.0,0.17626498002663116,0.5346205059920106,0.5346205059920106,0.5346205059920106,118.76252271629696,1.071726214625543,1.3313894755467148,381465.22296474583,95366.30574118646,286098.91722355934,29.69063067907424,260,1659.3666666666666,1007.5833333333334,0.5664993943353103,162.5676620321345,283.9456626153926,0.6927710843373494,1.935678270826219,1059
core,NORMAL,1,AGGRESSIVE_SURGE,ETA_OPTIMIZED,6008,3270,368,612,1736,3.917125382262997,2.0,9.0,0.16311584553928096,0.5442743009320905,0.5442743009320905,0.5442743009320905,118.74155941153559,1.0682860241798853,1.1952284618255375,388284.8992757214,97071.22481893035,291213.674456791,29.685389852883898,260,1666.8333333333333,986.4333333333333,0.551758023130756,164.25638180955917,295.2188096409195,0.6977825464949928,1.9618038196180383,980
core,NORMAL,1,AGGRESSIVE_SURGE,DRIVER_EARNINGS_AWARE,6008,3229,378,679,1695,3.8231650665840817,2.0,9.0,0.17593209054593875,0.5374500665778962,0.5374500665778962,0.5374500665778962,119.29193777001645,1.0727884481944125,1.3283833421337161,385193.6670593831,96298.41676484578,288895.25029453734,29.82298444250411,260,1661.1166666666666,1010.4333333333333,0.5725880538757642,166.600272898818,285.9122326670445,0.6861377506538797,1.94387309741439,1057
